record_id,ticket_id,clientid,client_name_,client_industry,client_country,client_city,contract_type,serviceline,project_code,engagement_start_date,engagement_end_date_,ticket_created_at,ticket_resolved_at,priority,status,category_,assigned_engineer,engineer_email,engineerlevel,engineer_experience_years,billing_rate_(usd),hours_logged,billable_amount_usd,sla_hours,resolution_time_hours,sla_breached,csat_score,customer_comment,year,month,total
25952,TCK-837485,CL1015,Sierra Mining,Mining,Brazil,são paulo,STAFF AUGMENTATION,Cloud & Devops,PRJ764-2022,"Nov 26, 2022",13/03/2025,2023-07-05 14:59:12,07/05/2023 03:56 PM,CRITICAL,Auto-Closed,Inc.,Vikram Taylor,vikram.taylor@ACME-ITSERVICES.COM,L1,2.6,29.8,,11.01,4,0.95,False,2.6565434396413163,,2023.0,7.0,
27588,TCK-632726,CL1007,Pioneer Health Systems,Healthcare,United States,Boston,Managed Svcs,Quality Engineering,PRJ225-2024,20211123,"Sep 10, 2025",2023-02-07 11:28:03,,3,on hold,ENHANCEMENT,Olivia Silva,olivia.silva@acme-itservices.com,Level 3,8.7,80.42,26.26,2111.83,24,,False,2.6565434396413163,Patch deployed in the maintenance window; downtime was 12 mins.,2023.0,2.0,2111.8292
1939,TCK-963825,CL1027,Willow Biotech,Biotechnology,France,Lyon,RETAINER,Network Operations,PRJ485-2019,19-Sep-2022,20230726,,08-Jan-2023 16:40,medium,Resolved ,Change Request,Emma Berg,emma.berg@acme_itservices.com,l2,5.0,36.41,36.5,1328.96,24,38.87,True,2.6565434396413163,"""Excellent support"", said our ops lead. Will recommend.",,,1328.965
37301,TCK-804340,CL1024,Sundial Apparel,Apparel,Bangladesh,Dhaka,Retainer,Network Operations,PRJ931-2023,16-Jan-2019,"Oct 06, 2022",2019-08-08 21:52:00,,P2,IN PROGRESS,Inc.,Olivia Muller,olivia.muller@acme_itservices.com,Tier 1,1 yrs,28.8,,65.64,8,-2.50,False,2.6565434396413163,The ticket was closed without confirming with us. Please avoid.,2019.0,8.0,
5495,TCK-796987,CL1001,Helios Retail Group,Retail,United Kingdom,manchester,Retainer,Data & Analytics,PRJ540-2025,1670457,24-Apr-2023,2022-12-21 11:09:00,25/12/2022 18:44,2,RESOLVED,ENHANCEMENT,	Ingrid Ferrari,ingrid.ferrari@acmeit.co,L4,12.2,118.51,77.0,9176.23,8,103.59,True,3.0,,2022.0,12.0,9125.27
5226,TCK-543553,CL1023,Everline Education,Education,Canada,Toronto,MANAGED SERVICES,Network Operations,PRJ609-2025,08/11/2022,14/10/2025,2023-05-30 02:29:00,2023-05-31T21:11:32,p3,Closed,PROBLEM,Chen Johnson,chen.johnson@acmeit.co,,0.6,28.62,31.0,886.6,24,42.70,True,1.0,"  Great turnaround, engineer explained the RCA clearly.",2023.0,5.0,887.22
10271,TCK-550032,CL1020,Fjord Maritime,Shipping,Norway,Bergen,STAFF AUGMENTATION,Infrastructure Management,PRJ281-2024,1621555,20231225,2021-06-10 07:37:38,,HIGH,Pending Customer,Service Request,Ethan Kowalski,ethan.kowalski@acme_itservices.com,L1,3 yrs,24.88,,858.4,8,,False,2.6565434396413163,,2021.0,6.0,
44345,TCK-125066,CL1024,Sundial Apparel,Apparel,Bangladesh,Dhaka,Time and Material,Network Operations,PRJ201-2023,1575244,2021-12-14,2021-04-05 23:00:46,06-Apr-2021 01:28,P1,CLOSED,Change Request,	Marta Nakamura,marta.nakamura@acme-itservices.com,Level 3,7.3,59.41,1.0,60.0,4,missing,False,2.6565434396413163,"Very responsive team, resolved before the SLA clock ran out.",2021.0,4.0,59.41
21368,TCK-605583,CL1005,Saffron Telecom,Telecom,India,Bengaluru,FixedBid,Infrastructure Management,PRJ908-2022,17-Aug-2020,1725494,2023-03-14 04:30:00,2023-03-14 05:11:25,p1,RESOLVED,incident,Meera Kowalski,meera.kowalski@acme-itservices.com,Architect,12.5,113.05,0.49,55.4,4,0.68,False,1.0,"Network latency persists in the Mumbai office, needs deeper analysis.  ",2023.0,3.0,55.3945
30380,TCK-359377,CL1020,Fjord Maritime,Shipping,Norway,Bergen,TIME & MATERIAL,Application Support,PRJ925-2020,2021-06-22,1744848,2023-03-12 01:00:05,,p3,Open,Enh,aarav davies,aarav.davies@ACME-ITSERVICES.COM,Level 2,2.8,43.1,29.01,1251.78,24,,True,2.6565434396413163,"Network latency persists in the Mumbai office, needs deeper analysis.",2023.0,3.0,1250.3310000000001
21713,TCK-717707,CL1007,Pioneer Health Systems,Healthcare,United States,Boston,FIXED BID,Network Operations,PRJ283-2022,29/12/2021,"Feb 17, 2023",2022-09-13 19:57:00,,high,open,enhancement,Lucas Silva,lucas.silva@ACME-ITSERVICES.COM,Tier 4,9 yrs,109.26,,,8,,False,2.6565434396413163,"Report was wrong, numbers did not tie out, had to redo manually.",2022.0,9.0,
9075,TCK-879117,CL1018,Halcyon Hotels,Hospitality,Spain,Barcelona,FIXED BID,QUALITY ENGINEERING,PRJ786-2021,20230818,2025-09-30,2023-11-17 09:29:00,,3,in progress,service request,Ethan Bose,ethan.bose@acme-itservices.com,Level 3,8.2,72.46,20.18,1462.24,24,,False,2.6565434396413163,"Ticket bounced between L1 and L2, took far too long, not happy.",2023.0,11.0,1462.2427999999998
9291,TCK-995322,CL1015,Sierra Mining,Mining,Brazil,São Paulo,RETAINER,Quality Engineering,PRJ695-2020,10-Nov-2023,08/04/2026,2023-12-19 06:37:57,,,In Progress,CR,Nathan Kowalski,nathan.kowalski@acmeit.co,l3,10.4,77.9,,,8,,True,2.6565434396413163,?,2023.0,12.0,
46967,TCK-510610,CL1018,Halcyon Hotels,Hospitality,Spain,Barcelona,Managed Services,Network Operations,PRJ597-2021,26-Aug-2020,16-Apr-2023,2023-04-12 11:58:58,12-Apr-2023 19:46,2,Closed,problem,,nathan.moreau@acme-itservices.com,Level 3,11.4,85.0,,396.29,,7.80,False,3.0,na,2023.0,4.0,
10480,TCK-346268,CL1013,Granite Capital,Financial Services,united kingdom,London,Time & Material,Application Development,PRJ599-2023,24-Mar-2023,"May 12, 2026",2026-03-20 08:27:11,03/20/2026 08:38 PM,High,Auto-Closed,Inc.,Samuel Nair,samuel.nair@ACME-ITSERVICES.COM,Level 1,,25.4,,274.57,8,12.19,True,2.0,,2026.0,3.0,
41425,TCK-719970,CL1005,Saffron Telecom,Telecom,India,Bengaluru,Staff Augmentation,CYBERSECURITY,PRJ401-2025,09/27/2019,06/02/2023,,,high,On-Hold,problem,,diego.roberts@acme_itservices.com,Tier 4,11.6,109.05,,1201.7,8,,False,2.6565434396413163,The ticket was closed without confirming with us. Please avoid.  ,,,
39892,TCK-747015,CL1013,Granite Capital,Financial Services,United Kingdom  ,  London ,retainer,Cybersecurity,PRJ744-2022,2020-06-27,1710115,,,CRITICAL,open ,,Samuel Thomas,samuel.thomas@acme-itservices.com,missing,0.0,31.64,17.11,541.36,4,,True,2.6565434396413163,,,,541.3604
1610,TCK-213423,CL1017,Nimbus Cloudworks,Technology,Ireland,Dublin,Time and Material,Data & Analytics,PRJ991-2024,12/11/2021,20250524,2022-01-08 04:17:00,,MEDIUM,WIP,Enhancement,Wei Iyer,wei.iyer@acme_itservices.com,l3,5.2,83.77,24.96,2090.9,24,,False,2.6565434396413163,missing,2022.0,1.0,2090.8992
5028,TCK-187077,CL1023,Everline Education,Education,Canada,Toronto,managed services,Application Development,PRJ647-2019,12-Jul-2021,20240218,2022-06-21 18:13:00,,low,In-Progress,Prob,Liam Wilson,na,Architect,13.8,111.68,36.93,4124.34,72,,False,2.6565434396413163,"Engineer resolved the issue quickly, no follow-up needed.  ",2022.0,6.0,4124.3424
21275,TCK-593003,CL1024,Sundial Apparel,Apparel,Bangladesh,Dhaka,RETAINER,Cloud & DevOps,PRJ700-2021,29/05/2021,06-Oct-2023,2023-06-29 19:18:00,2023-06-30 07:20:04,Medium, resolved,Enhancement,Mia Tanaka,mia.tanaka@ACME-ITSERVICES.COM,Level 2,5.7,48.9,6.09,,24,12.03,False,5.0,,2023.0,6.0,297.801
43683,TCK-595673,CL1016,Copperleaf Agro,Agriculture,India,Nagpur,Managed Svcs,Data & Analytics,PRJ681-2021,"Jun 04, 2023",12/06/2025,2025-05-27 18:40:00,27-May-2025 20:00,p2,Closed ,enhancement,Sofia Johnson,sofia.johnson@acme_itservices.com,Tier 4,15.1,115.12,1.0,71.37,8,1.34,False,4.0,"Great turnaround, engineer explained the RCA clearly.",2025.0,5.0,115.12
44344,TCK-529059,CL1028,Ironclad Steel,Metals,Japan,Osaka,RETAINER,Data & Analytics,PRJ790-2024,2020-12-29,08/19/2021,,23/04/2021 07:45,Critical,CLOSED,Inc.,NOAH WEBER,noah.weber@ACME-ITSERVICES.COM,L2,2.6,43.42,46.61,2709.33,,48.28,True,2.6565434396413163,"  Network latency persists in the Mumbai office, needs deeper analysis.",,,2023.8062
19834,TCK-417384,CL1023,Everline Education,Education,Canada  ,Toronto,STAFF AUGMENTATION,Service Desk,PRJ506-2020,20190311,11/08/2020,2020-08-03 00:01:00,,P1 - Critical,In-Progress,incident,Omar Davies,omar.davies@acme_itservices.com,L3, ,75.78,33.67,2551.51,4,,True,2.6565434396413163,"Engineer resolved the issue quickly, no follow-up needed.",2020.0,8.0,2551.5126
43697,TCK-344344,CL1012,Orchid Airlines,Aviation,Singapore,Singapore,Time and Material,Cloud & DevOps,PRJ993-2021,31/01/2022,1763856,2022-03-12 08:15:00,12/03/2022 14:45,HIGH,Closed,CHANGE REQUEST,Hiro Brown,hiro.brown@acme-itservices.com,Tier 1,2.6,32.93,6.48,213.39,8,6.50,False,2.0,Escalated to the account manager; response after that was good.,2022.0,3.0,213.3864
36105,TCK-117414,CL1002,Vertex Pharma,Pharmaceuticals,Switzerland,Zürich,Time & Material,erp services,PRJ989-2024,"Jun 25, 2021",2024-11-29,2022-05-26 07:01:00,,P4,Canceled,Enhancement,Neha Costa,neha.costa@acme_itservices.com,L2,3.2,49.91,,1855.65,72,,False,2.6565434396413163,,2022.0,5.0,
44677,TCK-494692,CL1018,Halcyon Hotels,Hospitality,Spain,Barcelona,retainer,Data & Analytics,PRJ530-2022,1650240,07/22/2022,,,P3,In-Progress,SR,Chen Walker,chen.walker@acme_itservices.com,L1,4.2,29.55,36.15,1068.23,24,,False,2.6565434396413163,"Network latency persists in the Mumbai office, needs deeper analysis.",,,1068.2325
23212,TCK-160825,CL1025,Quarry Construction,Construction,United Arab Emirates,Dubai,RETAINER,ERP Services,PRJ687-2023,"Nov 26, 2022",13-Jul-2026,2023-11-27 22:37:00,28/11/2023 01:04,,Resolved,Inc.,priya brown,priya.brown@ACME-ITSERVICES.COM,l3,11.0,72.69,1.0,63.24,4,2.45,False,3.0,Escalated to the account manager; response after that was good.,2023.0,11.0,72.69
15103,TCK-701662,CL1012,Orchid Airlines,Aviation,Singapore,Singapore,Managed Svcs,Infrastructure Management,PRJ279-2025,05/30/2022,01/14/2025,2025-01-01 01:11:34,01-Jan-2025 15:10,HIGH,Resolved ,Change Request,Rohit Silva,rohit.silva@acme_itservices.com,Level 3,9.4,61.89,12.11,749.5,8,na,True,2.0,missing,2025.0,1.0,749.4879
28885,TCK-252770,CL1000,Northwind Bank,Banking,United States,Charlotte,TIME & MATERIAL,Infrastructure Management,PRJ829-2025,"Aug 24, 2019",1609804,,,low,In-Progress,change request,Divya Walker,divya.walker@acme_itservices.com,Tier 2,3.7,54.03,,963.9,72,,False,2.6565434396413163,"Fix applied, but the workaround was manual, needs permanent solution.",,,
42980,TCK-862059,CL1027,Willow Biotech,Biotechnology,France,Lyon,staff aug,data & analytics,PRJ482-2021,2019-06-12,,2019-11-04 04:31:00,,CRITICAL,On-Hold,CR,Omar Patel,omar patel@ACME-ITSERVICES.COM,L1,1.2,31.98,,745.45,4,,False,2.6565434396413163,"Root cause was a stale config; please document this, thanks!",2019.0,11.0,
32987,TCK-198567,CL1008,Meridian Insurance,Insurance,Australia,Sydney,T&M,ERP Services,PRJ439-2020,30/12/2022,"Dec 06, 2023",2023-11-06 09:10:49,2023-11-06T10:10:49,CRITICAL, resolved,problem,Omar Nair,omar.nair@acmeit.co,Level 3,9.2,64.8,0.52,33.69,4,1.00,False,3.0, ,2023.0,11.0,33.696
17332,TCK-544749,CL1000,Northwind Bank,Banking,U.S.A.,Charlotte,STAFF AUGMENTATION,Application Development,PRJ164-2025,11/25/2022,04-Jun-2023,2023-09-05 09:47:00,09/05/2023 14:46,Critical,CLOSED,PROBLEM,zoe brown,zoe.brown@acme-itservices.com,Tier 1,2.2,25.98,5.0,121.33,4,4.99,True,1.0,"Very responsive team, resolved before the SLA clock ran out.",2023.0,9.0,129.9
19782,TCK-105547,CL1011,Lumen Media,media,United States,Austin,Managed Services,Application Development,PRJ667-2020,22/06/2021,1677628,,,2,in progress,enhancement,missing,nathan.roberts@acme_itservices.com,L3,4.2,59.48,27.67,1645.81,8,,False,2.6565434396413163,?,,,1645.8116
33704,TCK-150062,CL1022,Marlowe Legal,Legal,United Kingdom,Leeds,staff aug,Application Development,PRJ319-2021,10/06/2023,10/04/2027,2026-02-07 06:04:00,09-Feb-2026 15:15,P4,Closed ,Enhancement,Rohit Tanaka,rohit.tanaka@acme_itservices.com,L2,3.6,49.3,34.0,1698.88,72,57.19,False,2.6565434396413163,"Network latency persists in the Mumbai office, needs deeper analysis.",2026.0,2.0,1676.1999999999998
7791,TCK-954810,CL1020,Fjord Maritime,Shipping, Norway ,Bergen,Staff Augmentation,Network Operations,PRJ149-2024,09/02/2019,22/12/2019,2019-12-09 20:38:11,2019-12-10T23:00:23,MEDIUM,Resolved,Incident,Neha Iyer,neha.iyer@ACME-ITSERVICES.COM,Architect,14.3,130.6,10.81,1412.22,24,26.37,True,1.0,,2019.0,12.0,1411.786
31992,TCK-945347,CL1018,Halcyon Hotels,Hospitality,Spain,Barcelona,TIME & MATERIAL,Application Development,PRJ920-2024,2020-10-28,25/12/2019,2023-01-17 22:16:00,,4,resolved,incident,Lucas Horvath,lucas.horvath@acme-itservices.com,LEVEL-1,0.0,27.31,18.09,494.04,72,53.68,False,3.0,"Network latency persists in the Mumbai office, needs deeper analysis.",2023.0,1.0,494.0379
12072,TCK-515211,CL1004,Blue Harbour Logistics,Logistics,Netherlands,Rotterdam,retainer,Application Development,PRJ606-2020,"Jul 24, 2020",01/07/2022,2020-10-15 03:16:22,10/15/2020 07:40 AM,P1,Closed ,Change Request,Marta Horvath,marta.horvath@acmeit.co,Tier 4,14.2,109.94,2.0,219.88,4,4.41,True,3.0,Escalated to the account manager; response after that was good.,2020.0,10.0,219.88
2528,TCK-953780,CL1009,Kite Foods,FMCG,India,Pune,FixedBid,Data & Analytics,PRJ188-2023,"Jul 06, 2019",2020-07-13,2020-05-27 17:43:00,28-May-2020 06:58,2,Closed ,ENHANCEMENT,Yuki Dubois,yuki.dubois@acme_itservices.com,L2,3.0,43.27,,286.45,8,13.24,True,4.0,Issue recurred after 2 days - reopening may be required.  ,2020.0,5.0,
25073,TCK-587842,CL1012,Orchid Airlines,Aviation,Singapore,Singapore,MANAGED SERVICES,Cybersecurity,PRJ552-2021,09-May-2022,"Dec 22, 2023",2023-09-23 07:31:00,2023-09-24T11:42:37,HIGH, resolved,Enh,Lars Andersen,lars.andersen@acme-itservices.com,L2,0.2,37.1,,466.72,8,28.18,True,3.0,"Ticket bounced between L1 and L2, took far too long, not happy.",2023.0,9.0,
5737,TCK-369804,CL1015,Sierra Mining,Mining,Brazil,São Paulo,Retainer,Application Support,PRJ293-2022,"Jan 14, 2022",22/09/2023,,1668603326,medium,closed,enhancement,,zoe.nair@acme_itservices.com,Tier 4,11.8,100.92,22.89,2310.1,24,23.95,False,5.0,"Ticket bounced between L1 and L2, took far too long, not happy.",,,2310.0588000000002
41241,TCK-650518,CL1015,Sierra Mining,Mining,Brazil,São Paulo,Time and Material,Application Support,PRJ262-2020,2023-10-02,1747180,2024-12-30 04:59:00,2024-12-30 13:11:49,High,RESOLVED,Enhancement,Ananya Sharma,ananya.sharma@acme-itservices.com,l2,2.0,44.92,4.46,200.3,8,8.21,True,3.0,"Access request fulfilled, however the approval chain is too slow.",2024.0,12.0,200.3432
11924,TCK-985230,CL1025,Quarry Construction,Construction,United Arab Emirates  ,Dubai,MANAGED SERVICES,Application Development,PRJ478-2023,missing,11-Jun-2020,2019-11-26 17:47:45,,p2,ON HOLD,Service Request,Nathan Rossi,nathan.rossi@acme_itservices.com,l3,5.5,79.2,20.61,1632.52,8,,False,2.6565434396413163,,2019.0,11.0,1632.3120000000001
16925,TCK-859316,CL1008,Meridian Insurance,Insurance,Australia,Sydney,Fixed Bid,CLOUD & DEVOPS,PRJ866-2019,06-Oct-2020,08/17/2022,2020-12-23 21:03:00,23-Dec-2020 21:54,P2,Resolved,problem,,neha.dubois@acmeit.co,Tier 1,0.0,28.0,0.0,10.9,8,0.85,False,2.6565434396413163,"Report was wrong, numbers did not tie out, had to redo manually.",2020.0,12.0,0.0
19319,TCK-424878,CL1012,Orchid Airlines,Aviation,Singapore,Singapore,RETAINER,network operations,PRJ451-2019,2019-03-31,20-Feb-2021,2020-01-27 05:21:00,,CRITICAL,OPEN,Svc Request,	Omar Haddad,omar.haddad@acme_itservices.com,LEVEL-3,6.8,84.91,,1897.74,4,,True,2.6565434396413163,"Engineer resolved the issue quickly, no follow-up needed.",2020.0,1.0,
365,TCK-204382,CL1028,Ironclad Steel,Metals,Japan,Osaka,Managed Services,Quality Engineering,PRJ688-2024,26/10/2022,1778112,2024-07-25 00:54:00,28-Jul-2024 07:12,low,RESOLVED,INCIDENT,Lars Thomas,lars.thomas@acmeit.co,LEVEL-1,0.0,34.03,,1647.73,72,78.30,True,2.0,,2024.0,7.0,
8624,TCK-309448,CL1028,Ironclad Steel,Metals,Japan,Osaka,Fixed Bid,Data & Analytics,PRJ527-2021,23-Jun-2023,30-Oct-2026,2025-08-10 11:03:00,10-Aug-2025 12:39,1,CLOSED,PROBLEM,Rohit Menon,,Tier 1,0.0,,0.54,16.67,4,1.60,False,2.6565434396413163,"Report was wrong, numbers did not tie out, had to redo manually.",2025.0,8.0,
4511,TCK-369438,CL1016,Copperleaf Agro,Agriculture,	India,Nagpur,RETAINER,Quality Engineering,PRJ749-2024,16/05/2020,30-Jun-2023,2020-11-02 20:05:00,,,open,ENHANCEMENT,Wei Rao,wei.rao@acme_itservices.com,L4,11.7,103.6,36.85,3817.66,72,,False,2.6565434396413163,"Fix applied, but the workaround was manual, needs permanent solution.",2020.0,11.0,3817.66
41577,TCK-452899,CL1007,Pioneer Health Systems,healthcare,United States,Boston,managed services,infrastructure management,PRJ155-2021,1624752,08/03/2022,2021-08-19 02:54:00,1629356008,CRITICAL, resolved,problem,  Meera Walker,meera.walker@acme_itservices.com,Tier 1,4.0,,3.76,115.96,4,3.98,False,5.0,,2021.0,8.0,
3469,TCK-572298,CL1000,Northwind Bank,Banking,United States,Charlotte,Staff Augmentation,CYBERSECURITY,PRJ285-2021,"Dec 14, 2022",18-Mar-2023,2023-05-01 02:00:00,2023-01-05 08:11:07,P3,resolved,Incident,Ava Aziz,ava.aziz@ACME-ITSERVICES.COM,Level 1,2.5,31.05,4.56,141.59,24,6.18,False,3.0,,2023.0,5.0,141.588
13716,TCK-293519,CL1027,Willow Biotech,Biotechnology,	France,Lyon,Staff Augmentation,Application Support,PRJ480-2023,20230904, ,2024-10-01 10:07:00,2024-10-02T04:56:14,high,RESOLVED,change request,PRIYA EVANS,priya.evans@acmeit.co,L2,4.8,36.09,,532.69,8,18.82,True,1.0,Issue recurred after 2 days - reopening may be required.,2024.0,10.0,
31428,TCK-738840,CL1007,Pioneer Health Systems,Healthcare,United States,Boston,time & material,Erp Services,PRJ692-2025,18-Feb-2021,,2021-03-31 11:27:00,2021-03-31T15:52:29,P1 - Critical,CLOSED,PROBLEM,Karan Bose,karan.bose@acme-itservices.com,L3,5.5,80.17,3.23,258.95,4,,True,1.0,"Great turnaround, engineer explained the RCA clearly.",2021.0,3.0,258.9491
18999,TCK-721768,CL1000,Northwind Bank,Banking,United States,Charlotte,RETAINER,Quality Engineering,PRJ720-2022,20231020,,2025-03-23 02:45:02,23/03/2025 03:48,high,Resolved ,change request,Arjun Haddad,,l2,-1.0,43.4,0.69,29.92,8,1.06,False,3.0,,2025.0,3.0,29.945999999999998
46422,TCK-877797,CL1005,Saffron Telecom,Telecom,India,Bengaluru,Retainer,INFRASTRUCTURE MANAGEMENT,PRJ616-2024,14-Dec-2022,"Mar 25, 2026",,,--,In-Progress,incident,,zoe.andersen@acme_itservices.com,l2,4.4,48.05,23.23,1116.2,8,,False,2.6565434396413163,Escalated to the account manager; response after that was good.  ,,,1116.2015
46999,TCK-429141,CL1014,Tidewater Utilities,Utilities,United States,Portland,TIME & MATERIAL,Infrastructure Management,PRJ651-2022,2023-08-07,29/07/2025,2025-04-16 14:34:59,,medium,Pending Customer,Inc.,Omar Costa,omar.costa@acmeit.co,Level 2,4.3,37.13,,-111.39,,,False,2.6565434396413163,"Fix applied, but the workaround was manual, needs permanent solution.",2025.0,4.0,
36335,TCK-831345,CL1018,Halcyon Hotels,Hospitality,Spain,Barcelona,FIXED BID,Erp Services,PRJ193-2022,,13-Jun-2027,2024-10-29 02:56:00,,LOW,In Progress,change request,Vikram Zhang,vikram.zhang@acmeit.co,Architect,11.3,123.35,,2985.07,,,True,2.6565434396413163,"Network latency persists in the Mumbai office, needs deeper analysis.",2024.0,10.0,
27952,TCK-512421,CL1018,Halcyon Hotels,Hospitality,Spain,Barcelona,staff aug,APPLICATION DEVELOPMENT,PRJ587-2020,1651795,2024-01-30,2023-04-15 20:12:00,2023-04-16 02:37:39,P1,Resolved,CHANGE REQUEST,Emma Taylor,emma.taylor@acme_itservices.com,l3,7.6,76.2,4.05,308.53,4,6.42,True,1.0,Issue recurred after 2 days - reopening may be required.,2023.0,4.0,308.61
44990,TCK-113637,CL1016,Copperleaf Agro,Agriculture,India,Nagpur,Staff Aug.,Cloud & DevOps,PRJ892-2022,12/23/2021,1697241,,29-May-2023 11:21,3, resolved,incident,Ingrid Sharma,ingrid.sharma@acme_itservices.com,Tier 4,11.1,137.45,13.41,1843.2,24,,True,4.0,"Engineer resolved the issue quickly, no follow-up needed.",,,1843.2044999999998
33761,TCK-134370,CL1013,Granite Capital,Financial Services,United Kingdom,London,Managed Services,Cloud & DevOps,PRJ526-2023,17-Sep-2022,07/10/2025,2025-04-20 13:04:28,2025-04-21 02:20:40,HIGH,Auto-Closed,Change Request,Emma Nakamura,emma.nakamura@acme-itservices.com,Level 3,8.1,61.82,10.0,614.49,8,13.27,True,2.6565434396413163,,2025.0,4.0,618.2
31467,TCK-853632,CL1022,Marlowe Legal,Legal,United Kingdom,LEEDS,Fixed Bid,Cloud & Devops,PRJ583-2021,12/05/2021,1731888,2022-03-15 20:23:00,,medium,In Progress,Prob,MEERA SHARMA,meera.sharma@acmeit.co,Architect,11.0,131.64,2.27,298.82,24,,True,2.6565434396413163, Patch deployed in the maintenance window; downtime was 12 mins. ,2022.0,3.0,298.8228
25221,TCK-275910,CL1028,Ironclad Steel,Metals,	Japan,Osaka,Staff Aug.,Quality Engineering,PRJ463-2023,14-Dec-2019,12-Aug-2023,2023-04-12 01:04:00,,2,Open,Inc.,Peter Gupta,peter.gupta@acme-itservices.com,Architect,13.1,105.24,21.87,2301.6,8,,False,2.6565434396413163,Escalated to the account manager; response after that was good.,2023.0,4.0,2301.5988
38005,TCK-353157,CL1002,Vertex Pharma,Pharmaceuticals,Switzerland,Zürich,Time and Material,Network Operations,PRJ987-2019,24-Nov-2020,20231208,2021-10-01 17:01:00,na,LOW,Open,Inc.,Elena Patel,elena.patel@acme-itservices.com,l3,6.2,72.46,19.78,1433.26,72,,False,2.6565434396413163,na,2021.0,10.0,1433.2588
25232,TCK-835543,CL1009,Kite Foods,FMCG,India,Pune,FixedBid,Network Operations,PRJ698-2019,20200622,04-Sep-2021,2021-02-23 16:38:00,,P3,Open,PROBLEM,  VIKRAM NAKAMURA,vikram.nakamura@ACME-ITSERVICES.COM,Level 2,3.4,45.57,17.0,761.9,24,,False,2.6565434396413163,"Fix applied, but the workaround was manual, needs permanent solution.",2021.0,2.0,774.69
13214,TCK-299002,CL1028,Ironclad Steel,Metals,Japan,Osaka,T&M,Application Development,PRJ510-2023,28/09/2020,"Jul 29, 2022",2020-11-16 11:07:00,16-Nov-2020 12:11,2,Resolved ,PROBLEM,Rohit Nakamura,rohit.nakamura@acme_itservices.com,l4,11.7,,0.61,61.14,8,1.06,False,1.0,?,2020.0,11.0,
11896,TCK-578133,CL1004,Blue Harbour Logistics,LOGISTICS,Netherlands,Rotterdam,Managed Services,Cloud & DevOps,PRJ252-2025,"May 15, 2019",?,2019-12-12 14:27:18,,Critical,On Hold,incident,?,peter.moreau@acmeit.co,L4,16.3,105.13,,1881.83,4,,False,2.6565434396413163,"Great turnaround, engineer explained the RCA clearly.",2019.0,12.0,
37689,TCK-499845,CL1022,Marlowe Legal,Legal,united kingdom,Leeds,Retainer,Application Development,PRJ133-2020,10/20/2021,04/05/2024,2023-12-19 08:15:31,,P4,IN PROGRESS,Prob,	rafael aziz,rafael.aziz@acme_itservices.com,Tier 4,14.3,0.0,10.0,0.0,72,,False,2.6565434396413163,"Access request fulfilled, however the approval chain is too slow.",2023.0,12.0,0.0
7918,TCK-152607,CL1001,Helios Retail Group,Retail,United Kingdom,Manchester,retainer,Application Support,PRJ273-2021,20/10/2020,11/13/2021,2021-02-02 15:25:00,02/02/2021 16:37,high,closed,Prob,Yuki Muller,yuki.muller@ACME-ITSERVICES.COM,l3,8.1,57.93,1.0,54.45,,1.20,False,5.0,Escalated to the account manager; response after that was good.,2021.0,2.0,57.93
46370,TCK-366964,CL1023,Everline Education,Education,Canada,Toronto,managed services,Cybersecurity,PRJ487-2025,2023-02-20,"Jan 13, 2024",2023-03-08 05:49:00,2023-03-15 16:04:05,LOW,Closed ,enhancement,Nathan Zhang,nathan.zhang@acme-itservices.com,LEVEL-2,5.4,52.49,59.39,2301.34,72,178.24,True,4.0,?,2023.0,3.0,3117.3811
35597,TCK-785492,CL1027,Willow Biotech,Biotechnology,France,Lyon,retainer,Application Support,PRJ904-2022,20200605,25-Sep-2020,,2020-09-25 07:37:01,Medium,Resolved,problem,Liam Rao,liam.rao[at]acmeit.co,Level 3,8.2,58.15,8.31,483.23,24,12.93,False,2.6565434396413163,"Network latency persists in the Mumbai office, needs deeper analysis.",,,483.22650000000004
15705,TCK-535102,CL1014,Tidewater Utilities,Utilities, United States ,Portland,Fixed-Bid,Cloud & DevOps,PRJ135-2024,13/06/2021,,2022-08-03 03:29:00,13/03/2022 16:28,p4,RESOLVED,SERVICE REQUEST,INGRID MULLER,ingrid.muller@acmeit.co,l1,2.3,33.05,74.1,3236.48,72,132.99,True,2.6565434396413163,"""Excellent support"", said our ops lead. Will recommend.",2022.0,8.0,2449.0049999999997
28037,TCK-838518,CL1004,Blue Harbour Logistics,Logistics, Netherlands ,Rotterdam,MANAGED SERVICES,Cybersecurity,PRJ908-2024,20201002,1630972,2020-01-12 05:35:00,12/01/2020 01:42 PM,medium,Closed ,CR,Mia Walker,mia.walker@acme_itservices.com,,4.1,51.04,3.0,168.94,24 hours,8.12,False,2.6565434396413163,"Report was wrong, numbers did not tie out, had to redo manually.",2020.0,1.0,153.12
1993,TCK-358481,CL1001,Helios Retail Group,Retail,united kingdom,manchester,Managed Svcs,APPLICATION DEVELOPMENT,PRJ628-2020,03/10/2020,04-Jan-2022,2021-03-14 01:06:00,,low,in progress,change request,Elena Thomas,elena.thomas@acmeit.co,Level 3,6.4,77.99,9.54,744.02,72,,False,2.6565434396413163,"Great turnaround, engineer explained the RCA clearly.",2021.0,3.0,744.0245999999999
